    Coord1     Coord2      Energy(Hartree)     Energy(kcal/mol)   Relative(kcal/mol)
      2.90       3.55         -2184.916903      -1371056.056535            25.368953
      2.90       3.50         -2184.917048      -1371056.147524            25.277964
      2.90       3.45         -2184.917233      -1371056.263613            25.161875
      2.90       3.40         -2184.917155      -1371056.214668            25.210821
      2.90       3.35         -2184.917423      -1371056.382840            25.042648
      2.90       3.30         -2184.917729      -1371056.574858            24.850630
      2.90       3.25         -2184.917738      -1371056.580506            24.844983
      2.90       3.20         -2184.917805      -1371056.622549            24.802939
      2.90       3.15         -2184.918028      -1371056.762483            24.663005
      2.90       3.10         -2184.917970      -1371056.726088            24.699400
      2.90       3.05         -2184.917911      -1371056.689065            24.736423
      2.90       3.00         -2184.917885      -1371056.672750            24.752739
      2.90       2.95         -2184.917491      -1371056.425511            24.999977
      2.90       2.90         -2184.917384      -1371056.358367            25.067121
      2.90       2.85         -2184.917050      -1371056.148779            25.276709
      2.90       2.80         -2184.916319      -1371055.690070            25.735419
      2.90       2.75         -2184.915671      -1371055.283444            26.142045
      2.90       2.70         -2184.914858      -1371054.773278            26.652210
      2.90       2.65         -2184.913660      -1371054.021522            27.403966
      2.90       2.60         -2184.912564      -1371053.333772            28.091717
      2.90       2.55         -2184.911094      -1371052.411333            29.014156
      2.90       2.50         -2184.909426      -1371051.364647            30.060841
      2.90       2.45         -2184.907562      -1371050.194969            31.230519
      2.90       2.40         -2184.905584      -1371048.953756            32.471733
      2.90       2.35         -2184.903244      -1371047.485383            33.940105
      2.90       2.30         -2184.900924      -1371046.029561            35.395927
      2.90       2.25         -2184.898290      -1371044.376701            37.048787
      2.90       2.20         -2184.895695      -1371042.748314            38.677174
      2.90       2.15         -2184.893241      -1371041.208406            40.217082
      2.90       2.10         -2184.890655      -1371039.585667            41.839822
      2.90       2.05         -2184.888266      -1371038.086546            43.338942
      2.90       2.00         -2184.886411      -1371036.922516            44.502972
      2.90       1.95         -2184.884982      -1371036.025805            45.399683
      2.90       1.90         -2184.883760      -1371035.258989            46.166500
      2.90       1.85         -2184.883021      -1371034.795259            46.630229
      2.90       1.80         -2184.882675      -1371034.578141            46.847347
      2.90       1.75         -2184.882773      -1371034.639637            46.785851
      2.90       1.70         -2184.883089      -1371034.837930            46.587558
      2.90       1.65         -2184.883010      -1371034.788357            46.637132
      2.90       1.60         -2184.882258      -1371034.316470            47.109019
      2.90       1.55         -2184.884063      -1371035.449124            45.976364
      2.90       1.50         -2184.880784      -1371033.391521            48.033968
      2.85       3.95         -2184.914502      -1371054.549885            26.875603
      2.85       3.90         -2184.914824      -1371054.751943            26.673545
      2.85       3.85         -2184.915121      -1371054.938313            26.487175
      2.85       3.80         -2184.915255      -1371055.022400            26.403089
      2.85       3.75         -2184.915465      -1371055.154177            26.271312
      2.85       3.70         -2184.915738      -1371055.325487            26.100002
      2.85       3.65         -2184.915849      -1371055.395140            26.030348
